group_ic4fq86/STATE,LGABAYELSA,LGADELTA,LGAEDO,LGARIVERS,Type of Sub project Enterprise,CROP PRODUCTION,FISHERY,LIVESTOCK,POULTRY,PROCESSING,MARKETING,RURAL INFRASTRUCTURE,FORESTRY,Total Cost of Sub Project,IDA Amount,Beneficiary Contribution,Total Amount Disbursed,Date of disbursement
bayelsa,owan west,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,958580,715006,273274,714006,22/12/2015
bayelsa,owan west,n/a,n/a,n/a,forestry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,856000,648500,207500,648500,29/08/2014
bayelsa,owan west,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,857000,649500,207500,649500,29/08/2014
bayelsa,owan west,n/a,n/a,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,867000,649500,207500,649500,29/08/2014
rivers,n/a,n/a,n/a,ahoada east,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2175000,1500000,675000,1250000,23/08/2019
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1070000,755000,315000,755000,07/04/2015
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1070000,755000,315000,755000,07/04/2015
delta,n/a,burutu,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,cargo boat,n/a,4520500,4068450,452050,3865027,16/11/2017
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1070000,755000,315000,755000,07/04/2015
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1070000,755000,314000,755000,07/12/2015
bayelsa,owan west,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,906950,647765,256185,647765,07/04/2015
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1085000,771500,313500,771500,07/04/2015
bayelsa,owan west,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,950000,679000,271000,679000,07/04/2015
bayelsa,owan west,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,950000,679000,271000,679000,07/04/2015
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1070000,755000,315000,755000,07/04/2015
delta,n/a,burutu,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,5363300,4126550,1236750,4126550,06/12/2017
delta,n/a,burutu,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1091500,1091500,n/a,1091500,03/07/2017
rivers,n/a,n/a,n/a,obia akpor,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1120000,900000,250000,900000,17/08/2015
rivers,n/a,n/a,n/a,ogba egbema nd,processing,n/a,n/a,n/a,n/a,cassava proces,n/a,n/a,n/a,1862000,1532000,300000,1532000,17/08/2015
rivers,n/a,n/a,n/a,ogba egbema nd,forestry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,mushroom,1566000,1236000,330000,1236000,17/08/2015
rivers,n/a,n/a,n/a,ogba egbema nd,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1162000,920000,242000,920000,17/08/2015
rivers,n/a,n/a,n/a,ogba egbema nd,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1150000,900000,250000,900000,17/08/2015
rivers,n/a,n/a,n/a,khana,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1485000,1000000,485000,1000000,27/03/2017
rivers,n/a,n/a,n/a,khana,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,3050000,2300000,750000,2300000,27/03/2017
rivers,n/a,n/a,n/a,ogba egbema nd,livestock,n/a,n/a,goatry,n/a,n/a,n/a,n/a,n/a,1573000,1180000,393000,1180000,17/08/2015
rivers,n/a,n/a,n/a,ogba egbema nd,livestock,n/a,n/a,goatry,n/a,n/a,n/a,n/a,n/a,1566000,1180000,386000,1180000,17/08/2015
rivers,n/a,n/a,n/a,ogba egbema nd,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1600000,1280000,320000,1280000,17/08/2015
rivers,n/a,n/a,n/a,ogba egbema nd,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,1862000,1532000,330000,1532000,17/08/2015
rivers,n/a,n/a,n/a,khana,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2162000,1500000,662000,1500000,27/03/2017
rivers,n/a,n/a,n/a,khana,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,3050000,2300000,750000,45000,27/03/2017
rivers,n/a,n/a,n/a,khana,livestock,n/a,n/a,goatry,n/a,n/a,n/a,n/a,n/a,2240000,1500000,740000,1500000,27/03/2017
rivers,n/a,n/a,n/a,ogba egbema nd,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,rural market,n/a,2690000,2500000,190000,2500000,17/08/2015
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014290,720003,294287,720003,05/11/2014
rivers,n/a,n/a,n/a,okrika,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,1881000,1546000,335000,1546000,17/08/2015
rivers,n/a,n/a,n/a,ogba egbema nd,livestock,n/a,n/a,goatry,n/a,n/a,n/a,n/a,n/a,1560000,1180000,380000,1180000,17/08/2015
rivers,n/a,n/a,n/a,ogba egbema nd,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1148000,900000,248000,900000,17/08/2015
rivers,n/a,n/a,n/a,ogba egbema nd,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1220000,910000,310000,910000,17/12/2015
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014290,720003,294287,720003,05/11/2019
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014290,720003,294287,720003,05/11/2014
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014290,720003,294287,720003,05/11/2014
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014290,720003,294287,720003,05/11/2014
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014290,720003,10,10,05/11/2014
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014290,720003,294287,720003,05/11/2014
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014290,720003,294287,720003,05/11/2015
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014290,720003,294287,720003,05/11/2014
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014290,720003,294287,720003,05/11/2014
rivers,n/a,n/a,n/a,khana,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,farm road,n/a,4950000,2050000,2900000,2050000,27/03/2017
rivers,n/a,n/a,n/a,khana,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1464000,1000000,464000,1000000,27/03/2017
rivers,n/a,n/a,n/a,khana,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2794000,2050000,744000,2050000,27/03/2017
rivers,n/a,n/a,n/a,khana,processing,n/a,n/a,n/a,n/a,palm oil proce,n/a,n/a,n/a,315200,2300000,852000,3152000,27/03/2017
rivers,n/a,n/a,n/a,khana,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2794000,2050000,744000,2050000,27/03/2017
rivers,n/a,n/a,n/a,khana,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1400000,1000000,400000,1000000,27/03/2017
rivers,n/a,n/a,n/a,khana,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2794000,2050000,744000,2050000,27/03/2017
rivers,n/a,n/a,n/a,khana,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2794000,2050000,744000,2050000,27/03/2017
rivers,n/a,n/a,n/a,khana,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1482000,1000000,482000,1000000,27/03/2017
rivers,n/a,n/a,n/a,khana,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2794000,2050000,744000,2050000,27/03/2017
bayelsa,owan west,n/a,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,cargo boat,n/a,3340000,3006000,334000,3006000,05/11/2014
rivers,n/a,n/a,n/a,andoni,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,2120000,2000000,120000,2000000,20/05/2019
rivers,n/a,n/a,n/a,andoni,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,2250000,2000000,250000,2000000,20/05/2019
rivers,n/a,n/a,n/a,andoni,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,others,2450000,2200000,250000,2200000,20/05/2019
rivers,n/a,n/a,n/a,andoni,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2400000,2100000,300000,2100000,20/05/2019
rivers,n/a,n/a,n/a,andoni,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2204000,2100000,104000,2100000,20/05/2019
rivers,n/a,n/a,n/a,andoni,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,2300000,2000000,300000,2000000,25/05/2019
rivers,n/a,n/a,n/a,andoni,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,2300000,2000000,300000,2000000,20/05/2019
rivers,n/a,n/a,n/a,andoni,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,2300000,2000000,300000,2000000,20/05/2019
rivers,n/a,n/a,n/a,andoni,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2500000,2200000,300000,2200000,20/05/2019
rivers,n/a,n/a,n/a,andoni,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,2420000,2300000,120000,2300000,20/05/2019
rivers,n/a,n/a,n/a,andoni,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,2320000,2200000,120000,2200000,20/05/2019
rivers,n/a,n/a,n/a,andoni,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,2500000,2200000,300000,2200000,20/05/2019
rivers,n/a,n/a,n/a,obia akpor,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,rural market,n/a,4500000,4100000,400000,4100000,22/03/2018
rivers,n/a,n/a,n/a,obia akpor,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,3030000,2300000,730000,2300000,22/02/2018
rivers,n/a,n/a,n/a,obia akpor,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2800000,2100000,700000,2100000,22/02/2018
rivers,n/a,n/a,n/a,obia akpor,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,3030000,2300000,730000,2300000,22/02/2018
rivers,n/a,n/a,n/a,obia akpor,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2800000,2100000,700000,2100000,22/02/2018
rivers,n/a,n/a,n/a,obia akpor,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2800000,2100000,700000,2100000,22/02/2018
rivers,n/a,n/a,n/a,obia akpor,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2800000,2100000,700000,2100000,22/02/2018
rivers,n/a,n/a,n/a,obia akpor,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1500000,1100000,400000,1100000,22/02/2018
rivers,n/a,n/a,n/a,obia akpor,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2800000,2100000,700000,2100000,22/02/2018
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,857000,649500,207500,649500,29/08/2014
rivers,n/a,n/a,n/a,asari toru,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2730000,2100000,630000,2100000,27/06/2019
rivers,n/a,n/a,n/a,bonny,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2178000,1500000,678000,1500000,10/06/2015
rivers,n/a,n/a,n/a,degema,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,2550000,2300000,250000,2300000,06/08/2018
rivers,n/a,n/a,n/a,akuku toru,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1900000,1400000,500000,1400000,08/01/2014
rivers,n/a,n/a,n/a,obia akpor,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2380000,1700000,580000,1700000,22/02/2018
rivers,n/a,n/a,n/a,obia akpor,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2800000,2100000,700000,2100000,22/02/2018
rivers,n/a,n/a,n/a,obia akpor,marketing,n/a,n/a,n/a,n/a,n/a,tricycle,n/a,n/a,2780000,2200000,580000,2200000,22/02/2018
rivers,n/a,n/a,n/a,obia akpor,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2800000,2100000,700000,2100000,22/02/2018
rivers,n/a,n/a,n/a,obia akpor,processing,n/a,n/a,n/a,n/a,palm oil proce,n/a,n/a,n/a,2480000,1900000,580000,1900000,22/02/2018
rivers,n/a,n/a,n/a,obia akpor,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2800000,2100000,700000,2100000,22/02/2018
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,857000,649500,207500,648500,29/08/2014
rivers,n/a,n/a,n/a,degema,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,2550000,2300000,250000,2300000,06/08/2018
rivers,n/a,n/a,n/a,degema,livestock,n/a,n/a,cattle fatteni,n/a,n/a,n/a,n/a,n/a,2550000,2300000,250000,2300000,06/08/2018
rivers,n/a,n/a,n/a,degema,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2320000,2100000,220000,2100000,06/08/2018
rivers,n/a,n/a,n/a,degema,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2320000,2100000,220000,2100000,06/08/2018
rivers,n/a,n/a,n/a,degema,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2320000,2100000,220000,2100000,06/08/2018
rivers,n/a,n/a,n/a,degema,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2320000,2100000,220000,2100000,06/08/2018
rivers,n/a,n/a,n/a,degema,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2550000,2300000,250000,2300000,06/08/2018
rivers,n/a,n/a,n/a,degema,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2320000,2100000,220000,2100000,06/08/2018
rivers,n/a,n/a,n/a,degema,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2550000,2300000,250000,2300000,06/08/2018
bayelsa,oredo,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014290,720003,294287,720003,13/11/2017
bayelsa,oredo,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014290,720003,294287,720003,13/11/2017
bayelsa,oredo,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720003,294287,720003,13/11/2017
bayelsa,oredo,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720003,294287,720003,13/11/2017
bayelsa,oredo,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720003,294287,720003,13/11/2017
bayelsa,oredo,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720003,294287,720003,13/11/2017
bayelsa,oredo,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720003,294287,720003,13/11/2017
bayelsa,oredo,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720003,294287,720003,13/11/2017
bayelsa,oredo,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720003,294287,720003,13/11/2017
bayelsa,oredo,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014000,720003,294287,720003,13/11/2017
bayelsa,owan west,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,25/10/2017
bayelsa,owan west,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,25/10/2017
bayelsa,owan west,n/a,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,other,n/a,3340000,3006000,340000,3006000,25/10/2017
bayelsa,owan west,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,25/10/2017
bayelsa,owan west,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,25/10/2017
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,25/10/2017
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,25/10/2017
bayelsa,owan west,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,25/10/2017
bayelsa,owan west,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,728500,25/10/2017
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014287,720000,294287,720000,16/10/2014
bayelsa,owan west,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1014287,720000,294287,720000,16/10/2014
bayelsa,owan west,n/a,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1014287,720000,294287,720000,16/10/2014
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014287,720000,294287,720000,16/10/2014
bayelsa,owan west,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1014287,720000,294287,720000,16/10/2014
bayelsa,owan west,n/a,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1014287,720000,294287,720000,16/10/2014
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014287,720000,294287,720000,16/10/2014
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014287,720000,294287,720000,16/10/2014
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014287,720000,294287,720000,16/10/2014
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1014287,720000,294287,720000,16/10/2014
rivers,n/a,n/a,n/a,andoni,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2026000,1410000,616000,1410000,14/08/2015
rivers,n/a,n/a,n/a,etche,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1570000,1100000,550000,1100000,22/08/2019
rivers,n/a,n/a,n/a,degema,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,2400000,1900000,500000,1900000,08/08/2019
rivers,n/a,n/a,n/a,eleme,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1282000,1000000,282000,1000000,14/08/2018
rivers,n/a,n/a,n/a,eleme,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1282000,1000000,282000,1000000,14/08/2018
rivers,n/a,n/a,n/a,eleme,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2761000,2200000,561000,2200000,14/08/2018
rivers,n/a,n/a,n/a,ahoada west,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,1890000,1400000,490000,1400000,30/01/2015
rivers,n/a,n/a,n/a,degema,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,2400000,1900000,500000,1900000,08/08/2019
n/a,n/a,n/a,n/a,n/a,livestock,n/a,n/a,goatry,n/a,n/a,n/a,n/a,n/a,2150000,1600000,500000,1600000,27/11/2017
rivers,n/a,n/a,n/a,ahoada west,processing,n/a,n/a,n/a,n/a,palm oil proce,n/a,n/a,n/a,1732000,1242000,490000,1242000,28/06/2015
rivers,n/a,n/a,n/a,eleme,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1232000,1000000,232000,1000000,14/08/2018
rivers,n/a,n/a,n/a,eleme,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2761000,2200000,261000,2200000,14/08/2018
rivers,n/a,n/a,n/a,eleme,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1282000,1000000,282000,1000000,14/08/2018
rivers,n/a,n/a,n/a,eleme,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1282000,1000000,282000,1000000,14/08/2018
rivers,n/a,n/a,n/a,eleme,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1282000,1000000,1000000,282000,14/08/2018
rivers,n/a,n/a,n/a,ahoada west,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1530000,1100000,430000,1100000,27/11/2017
rivers,n/a,n/a,n/a,eleme,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2761000,2200000,561000,2200000,14/08/2018
rivers,n/a,n/a,n/a,eleme,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2758000,2200000,558000,2200000,14/08/2018
rivers,n/a,n/a,n/a,eleme,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2761000,2200000,561000,2200000,14/08/2018
rivers,n/a,n/a,n/a,eleme,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,268800,2130000,558000,2130000,14/08/2018
rivers,n/a,n/a,n/a,eleme,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,farm road,n/a,1290000,1100000,190000,1100000,14/08/2018
rivers,n/a,n/a,n/a,eleme,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,farm road,n/a,1290000,1100000,190000,1100000,14/08/2018
rivers,n/a,n/a,n/a,ahoada west,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,3400000,2300000,1100000,2300000,23/08/2018
rivers,n/a,n/a,n/a,ahoada west,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1530000,1100000,430000,1100000,27/11/2018
rivers,n/a,n/a,n/a,ahoada west,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2150000,1600000,550000,1600000,27/11/2018
rivers,n/a,n/a,n/a,ahoada west,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2150000,1600000,550000,1600000,27/11/2018
rivers,n/a,n/a,n/a,ahoada west,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2150000,1600000,550000,1600000,27/11/2018
rivers,n/a,n/a,n/a,ahoada west,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1530000,1100000,430000,1100000,27/11/2018
rivers,n/a,n/a,n/a,ahoada west,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2930000,2200000,730000,2200000,27/11/2018
rivers,n/a,n/a,n/a,ahoada west,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2930000,2200000,730000,2200000,27/11/2018
rivers,n/a,n/a,n/a,ahoada west,livestock,n/a,n/a,goatry,n/a,n/a,n/a,n/a,n/a,2150000,1600000,550000,1600000,27/11/2018
rivers,n/a,n/a,n/a,ahoada west,livestock,n/a,n/a,goatry,n/a,n/a,n/a,n/a,n/a,2150000,1600000,550000,1600000,27/11/2018
rivers,n/a,n/a,n/a,ahoada west,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1530000,1100000,430000,1100000,27/11/2018
rivers,n/a,n/a,n/a,ahoada west,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1530000,1100000,430000,1100000,27/11/2018
rivers,n/a,n/a,n/a,ahoada west,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1530000,1100000,430000,1100000,27/11/2018
rivers,n/a,n/a,n/a,ahoada west,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1530000,1100000,430000,1100000,27/11/2018
edo,n/a,n/a,oredo,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,762200,484740,277460,4847400,18/08/2015
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,25/09/2017
bayelsa,owan west,n/a,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1015000,720500,294500,720500,25/09/2017
rivers,n/a,n/a,n/a,tai,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2480000,1750000,730000,1750000,28/05/2015
rivers,n/a,n/a,n/a,tai,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2480000,1750000,730000,1750000,28/05/2015
rivers,n/a,n/a,n/a,tai,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2350000,1650000,700000,1650000,28/05/2015
rivers,n/a,n/a,n/a,tai,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2380000,1650000,730000,1650000,28/05/2015
rivers,n/a,n/a,n/a,tai,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2120000,1400000,720000,1400000,28/05/2015
rivers,n/a,n/a,n/a,tai,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2380000,1650000,730000,1650000,28/05/2015
rivers,n/a,n/a,n/a,tai,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2200000,1500000,700000,1500000,28/05/2015
