group ic4fq86/STATE,LGABAYELSA,LGADELTA,LGAEDO,LGARIVERS,Description of Sub project Component,Location of Sub Project,Status of Project,Physical Output,Name of Contractor,Contractor Amount,Beneficiary Wages,calculation,Amount Disbursed Till Date,1st Picture of Site,,Number of Male Beneficiaries,Number of female Beneficiaries,Number of Beneficiaries Present on Site,Are there working ma ls for Beneficiaries,Are the PPEs adequate for Beneficiaries,Have Beneficiaries Received th,Reasons for no Payment,Percentage Level of Work Done
edo,n/a,n/a,ikpoba okha,n/a,CONSTRUCTION OF CONCRETE PAVEMENT AND CONCRETE DRAIN,ABATTOIR ROAD BY SLOPE BENIN,completed,CONCRETE PAVEMENT AND DRAIN DONE,LEFREMOORE NIGERIA LIMITED,5.95E+07,4.71E+07,1.07E+08,106556909,1568644690072.jpg,1568644705656.jpg,92,126,0,yes,yes,yes,n/a,100
edo,n/a,n/a,egor,n/a,ASPHALT OVERLAY AND DRAINAGE CONSTRUCTION,UWAGBOE STREET UGBOWO,completed,DRAIN AND ASPHALT DONE,MAS OGEYEMHE,3.75E+07,3.52E+07,7.27E+07,72672639,1568636605309.jpg,1568636625054.jpg,63,100,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,ASPHALT OVERLAY,EVBIEMWEN ROAD OFF URUBI ROAD BENIN CITY,completed,ASPHALT DONE,MACFRANLYN ENGINEERING SERVICES LIMITED,2.20E+07,1.30E+07,3.50E+07,34968218,1568641265339.jpg,1568641233456.jpg,50,50,0,yes,yes,yes,n/a,100
edo,n/a,n/a,etsako west,n/a,DRAINAGE CONSTRUCTION AND CONCRETE PAVEMENT,OFUNWENGBE STREET OFF OWOSENI BENIN CITY,completed,DRAIN AND CONCRETE DONE,MIYOBO GLOBAL VENTURES,3.08E+07,2.64E+07,5.72E+07,57197239,1568642168903.jpg,1568642200261.jpg,42,88,0,yes,yes,yes,n/a,100
edo,n/a,n/a,egor,n/a,ASPHALT OVERLAY,CHRIS MARY ROAD OFF TEXTILE MILL ROAD BENIN CITY,completed,ASPHALT DONE,JEZUWA NIGERIA LIMITED,3.50E+07,2.59E+07,60872930,60872930,1568638180251.jpg,1568638077543.jpg,36,84,0,yes,yes,yes,n/a,100
edo,n/a,n/a,egor,n/a,DRAINAGE/LATERITE FILLING,CHRIS MARY ROAD ,completed,DRAINAGE/LATERITE FILLING DONE,NOBLE VENTURES LIMITED ,2.20E+07,2.55E+07,4.75E+07,47468975,1568638088471.jpg,1568638187341.jpg,63,55,0,yes,yes,yes,n/a,100
edo,n/a,n/a,egor,n/a,DRAINAGE /LATERITE FILLING,FRIENDSHIP STREET OFF OKORO ROAD BENIN CITY,completed,DRAINAGE DONE,JAZUWA NIGERIA LIMITED,2.38E+07,2.18E+07,4.56E+07,45579535,1568643229946.jpg,1568643268651.jpg,43,58,0,yes,yes,yes,n/a,n/a
edo,n/a,n/a,oredo,n/a,DRAINAGE AND ASPHALT OVERLAY,OVORANMWEN STREET BETWEEN IGUN AND OLD WESTERN ROAD,completed,ASPHALT AND DRAIN COMPLETED,EGHJUST INTERNATIONAL LIMITED,3.43E+07,2.16E+07,5.59E+07,55938647,1568645484770.jpg,1568645507002.jpg,41,79,0,yes,yes,yes,n/a,100
edo,n/a,n/a,egor,n/a,SPOT IMPROVEMENT AND CLEANING,FEDERAL GOVERNMENT GIRLS ROAD AND IROWA OBAZEE ROAD ,completed,SPOT IMPROVEMENT AND CLEANING,MAS OGEYEMHE,9965806.47,1.73E+07,2.72E+07,27245806,1568636369427.jpg,1568636354989.jpg,38,42,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,DRAINAGE AND CONCRETE PAVEMENT,OKAEBEN STREET OFF JAMES WATT,completed,DRAINAGE AND PAVEMENT DONE,CZARS GLOBAL CONSTRUCTION COMPANY,2.63E+07,2.16E+07,47927335,47927335,1568646755899.jpg,1568646799188.jpg,63,57,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,ASPHALT OVERLAY,ENOGIE ROAD OFF SAPELE FROM  CHAINAGE 715 TO 1430,completed,ASPHALT DONE,KASKAS ADVANCE LINL LIMITED,3.23E+07,2.16E+07,5.39E+07,53925911,1568706835773.jpg,1568706852698.jpg,40,60,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,ROAD CLEANING AND SWEEPING,STELLA OBASANJO WAY,completed,JOB DONE,n/a,2.86E+07,2.59E+07,5.45E+07,54516295,1568707463384.jpg,1568707479765.jpg,24,71,0,yes,yes,yes,n/a,100
edo,n/a,n/a,ikpoba okha,n/a,ASPHALT OVERLAY DRAINAGE AND KERBS,CHRIST CHOOSEN ROAD OFF BENIN AGBOR ROAD,completed,DRAINAGE AND ASPHALT DONE,SEA HAWK SOLUTION AND LOGISTICS,6.10E+07,4.23E+07,1.03E+08,103338797,1568719059994.jpg,1568719077487.jpg,91,105,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,ASPHALT OVERLAY,ENOGIE ROAD OFF SAPELE ROAD CHAINAGE 002- 715,completed,ASPHALT DONE,KASKAS ADVANCE LINK LIMITED,3.23E+07,2.16E+07,5.39E+07,5.39E+07,1568706769661.jpg,1568706846917.jpg,33,67,0,yes,yes,yes,n/a,100
edo,n/a,n/a,ikpoba okha,n/a,ASPHALT OVERLAY,AMAYO ROAD UWAIBI STREET OFF ST MARIA GORRETI STREET,completed,ASPHALT DONE,JOYSOLO AND GENERAL ENGR. LIMITED,1.51E+07,9720000,2.48E+07,2.48E+07,1568726086642.jpg,1568726130088.jpg,18,27,0,yes,yes,yes,n/a,100
edo,n/a,n/a,orhionmwon,n/a,ASPHALT OVERLAY,MARKET ROAD OKOGBO,completed,ASPHALT DONE,AC EGBE,3.56E+07,2.16E+07,5.72E+07,57230106,1568711558729.jpg,1568711572994.jpg,70,60,0,yes,yes,yes,n/a,100
edo,n/a,n/a,ikpoba okha,n/a,ASPHALT OVERLAY AND DRAINAGE,POWER LINE ROAD OFF EWEKA ROAD AND UWA ROAD,on going,DRAINAGE AND KERBS,SALMA DAMS,3.58E+07,2.51E+07,6.08E+07,n/a,1568725493904.jpg,1568725510827.jpg,37,79,0,yes,yes,yes,n/a,70
edo,n/a,n/a,oredo,n/a,DOUBLE BUS CULVERT DRAIN AND COMPACTION OF ROAD SECTION WITH STONE BASE,UGBOR ROAD,completed,CULVERT DONE,GRATRAC LIMITED,1.74E+07,1.30E+07,30371250,30371250,1568728124060.jpg,1568728136103.jpg,19,41,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,ASPHALT OVERLAY,GBADAMOSI AVENUE OFF NOSA EDUGIA ROAD UGBOR,completed,ASPHALT DONE,IKPASAJA NIG VENTURES,1.90E+07,1.08E+07,2.98E+07,29800404,1568730562576.jpg,1568730580595.jpg,51,49,0,yes,yes,yes,n/a,100
edo,n/a,n/a,uhunmwonde,n/a,ASPHALT AND DRAINAGE CONSTRUCTION,EYAEN CATTLE MARKET ROAD,completed,ASPHALT AND DRAINAGE DONE,DATA MACKS CONSTRUCTION COMPANY LIMITED,4.61E+07,4.36E+07,8.98E+07,89763906,1568720238000.jpg,1568720291157.jpg,100,110,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,ASPHALT OVERLAY AND DRAINAGE,NNEKA STREET OFF UGBOR ROAD,completed,ASPHALT AND DRAINAGE DONE,FRENJATOVID INT,3.89E+07,1.30E+07,5.19E+07,51866540,1568731453312.jpg,1568731477154.jpg,51,49,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,ASPHALT OVERLAY AND DRAINAGE,AIYANYO OMOIGUI OFF 2ND UGBOR ROAD,completed,ASPHALT OVERLAY AND DRAINAGE,SMOOTH ENGINEERING,3.16E+07,1.75E+07,49081785,4.91E+07,1568731928583.jpg,1568731941138.jpg,45,55,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,DRAINAGE AND ASPHALT OVERLAY,AKPOFA NWAKA ROAD,completed,DRAINAGE AND ASPHALT OVERLAY DONE,FAIRROUTE NIG LTD,3.17E+07,2.16E+07,5.33E+07,5.33E+07,1568732897206.jpg,1568732905847.jpg,43,57,0,yes,yes,yes,n/a,100
edo,n/a,n/a,n/a,n/a,ASPHALT OVERLAY AND DRAINAGE CONSTRUCTION,EDOSOMWAN JOSEPH STREET AND OSARUESE STREET IYEKOGBA,completed,ASPHALT AND DRAINAGE DONE,WILLOM J,5.00E+07,1.17E+07,6.17E+07,61659364,1568795478552.jpg,1568795500183.jpg,44,56,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
edo,n/a,n/a,oredo,n/a,ASPHALT OVERLAY,NYSC ZONAL OFFICE ROAD,completed,ASPHALT OVERLAY DONE,AIRHIA KELVIN CONSTRUCTION COMPANY,2.45E+07,1.30E+07,3.75E+07,37500140,1568794017066.jpg,1568794031261.jpg,33,47,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,ASPHALT OVERLAY,IGBINOSA STREET OFF IRHIRHI ,completed,ASPHALT DONE,FECO ENVIRONMENTAL SERVICES,3.81E+07,2.16E+07,5.97E+07,59723466,1568796241592.jpg,1568796315435.jpg,44,56,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,ASPHALT OVERLAY AND DRAINAGE CONSTRUCTION WITH KERBS ,CHIEF ALONGE AVENUE OFF VINCENT AGENMONMEN ROAD BENIN CITY ,completed,ASPHALT KERBS AND DRAINAGE DONE ,JEZUWA NIGERIA LIMITED ,4.13E+07,1.17E+07,5.30E+07,52983928,1568793691752.jpg,1568793726135.jpg,54,46,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,DRAINAGE CONSTRUCTION AND LATERITE FILLING ,HORNY G AND DEVINE STREET OFF AIRPORT ROAD TO DOMINION ASSEMBLY CHURCH BENIN CITY ,completed,DRAINAGE AND LATERITE FILLING DONE ,BOGIE VENTURE ,3.77E+07,2.16E+07,5.93E+07,59307807,1568794684527.jpg,1568794712245.jpg,55,65,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,ASPHALT OVERLAY AND DRAINAGE CONSTRUCTION ,EVBUOMWAN NESTA STREET OFF AIRPORT ROAD BENIN CITY ,completed,WORK COMPLETED ,WILCOM J NIGERIA LIMITED ,3.33E+07,2.18E+07,5.51E+07,55092160,1568796692584.jpg,1568796745968.jpg,39,62,0,yes,yes,yes,n/a,100
edo,n/a,n/a,egor,n/a,ASPHALT OVERLAY,LEADERS COLLEGE ROAD OFF UPPER EKEHUAN UGBIYOGHO,on going,WORK COMPLETED,SALMA DEMAS,2.83E+07,2.51E+07,5.34E+07,47728885,1568800758356.jpg,1568800776594.jpg,65,51,0,yes,yes,yes,n/a,80
edo,n/a,n/a,oredo,n/a,ASPHALT OVERLAY AND DRAINAGE,NATIONAL OPEN UNIVERSITY ROAD OFF EKEHUAN,completed,ASPHALT AND DRAINAGE DONE,HORSON LIMITED,3.03E+07,2.61E+07,5.64E+07,56419620,1568799251582.jpg,1568799161883.jpg,60,70,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,ROAD CLEANING SWEEPING DESILTATION AND SPOT IMPROVEMENT,PLYMOUTH ROAD EHAEKPEN STREET AND ISIBORO STREET,completed,JOB DONE,n/a,2.19E+07,7128000,2.91E+07,29062046,1568802553764.jpg,1568802566863.jpg,16,17,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,ROAD CLEANING SWEEPING AND SPOT IMPROVEMENT,EKEWAN ROAD SILUKO ROAD,completed,JOB DONE,n/a,2.92E+07,1.40E+07,4.33E+07,43278906,1568802971186.jpg,1568803003114.jpg,22,43,0,yes,yes,yes,n/a,100
edo,n/a,n/a,ikpoba okha,n/a,ROAD CLEANING SWEEPING AND DESILTATION,RAMAT PARK,completed,CLEANING DONE,VITO CONCEPT,2.74E+07,9720000,3.71E+07,37112892,1568890016685.jpg,1568890031100.jpg,24,21,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
edo,n/a,n/a,oredo,n/a,ROAD CLEANING SWEEPING AND DESILTATION,OBA MARKET ROAD SAKPONBA ROAD SILUKO ROAD,completed,JOB DONE,AIRHIA KELVIN,3.14E+07,1.88E+07,5.02E+07,50228535,1568888004281.jpg,1568888166926.jpg,27,60,0,yes,yes,yes,n/a,100
edo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
edo,n/a,n/a,oredo,n/a,DRAINAGE AND SPOT IMPROVEMENT,OGBELAKA STREET BENIN CITY,completed,DRAINAGE DONE,JOYSOLO,1.57E+07,1.30E+07,2.87E+07,28706348,1568886746432.jpg,1568886764382.jpg,40,60,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,DRAINAGE AND ASPHALT OVERLAY ,PRISONS OHUOBA STREET OFF SAPELE ROAD BENIN CITY ,completed,WORK COMPLETED ,Z7 GROUND WORK ENGINEERING ,3.10E+07,2.59E+07,5.69E+07,56945845,1568887401444.jpg,1568887451858.jpg,39,81,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,DRAINAGE AND ASPHALT OVERLAY ,OFUNWEGBE STREET BETWEEN IWEHEN AND 2ND IBIWE ROAD BENIN CITY ,completed,WORK COMPLETED ,OGBEDEHEN NIGERIA LIMITED ,3.08E+07,2.64E+07,5.72E+07,57197239,1568888502265.jpg,1568888528503.jpg,42,88,0,yes,yes,yes,n/a,100
edo,n/a,n/a,oredo,n/a,ROAD CLEANING SWEEPING AND DESILTATION,DAWSON ROAD NEW LAGOS ROAD BENIN CITY ,completed,WORK COMPLETED ,MAS OGEYEMHE ,2.90E+07,1.62E+07,4.52E+07,45207557,1568890651494.jpg,1568890675961.jpg,22,53,0,yes,yes,yes,n/a,100
edo,n/a,n/a,ovia north eas,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,ika south,n/a,n/a,ROAD CONSTRUCTION,EKUMA,completed,12 MONTHS,KIPS ENGR LTD,1.76E+07,1.80E+07,NaN,1.68E+07,1568982726017.jpg,1568982750195.jpg,23,30,1,yes,yes,AUTOMATIC,WORK HAS BEEN COMPLETED,100
delta,n/a,ika south,n/a,n/a,ROAD CONSTRUCTION,EKUMA ABAVO,completed,12 MONTHS,BRYTEX PRECISION LTD,1.48E+07,1.79E+07,3.27E+07,1.76E+07,1568983385183.jpg,1568983416046.jpg,34,26,2,yes,yes,AUTOMATIC,JOB HAS BEEN COMPLITED,100
delta,n/a,ika south,n/a,n/a,SWEEPING OF TRAVELLED SURFACE ROAD /DRAIN CONSTRUCTION AND VEGETATION CONTROL,ALONG OLD LAGOS /AGBOR ROAD FROM AGBOR OBI JUNCTION TO THE U -TURN BEFORE THE DRIDGE PHASE1 AND OLD ABRAKA RD FROM AGBOR  TO OWANTA BOJI BOJI,completed,GOOD,PRISCO ENGINEERING SERVICES LIMITED,9049717.01,2.31E+07,3.21E+07,1.35E+07,1568974682244.jpg,1568974712473.jpg,30,60,0,yes,yes,yes,n/a,100
edo,n/a,n/a,n/a,n/a,ASPHALT OVERLAY ,IKINAGO UJOSANLE ROAD OPOJI,completed,ASPHALT DONE,SAMSONIC CONCEPT LIMITED,5.03E+07,4.97E+07,1.00E+08,100014959,1569328648896.jpg,1569328680471.jpg,129,101,0,yes,yes,yes,n/a,100
edo,n/a,n/a,igueben,n/a,DRAINAGE CONSTRUCTION ,PALACE ROAD IGUEBEN,completed,DRAINAGE DONE,KENZOK NIG LTD,4.47E+07,3.46E+07,7.92E+07,79211589,1569330908580.jpg,1569330924340.jpg,65,95,0,yes,yes,yes,n/a,100
edo,n/a,n/a,esan west,n/a,QASPHALT OVERLAY,OXFORD ROAD IDUMEBO EKPOMA,completed,ASPHALT AND DRAINAGE DONE,MIYOBO VENTURE,3.86E+07,3.02E+07,6.88E+07,6.88E+07,1569319887590.jpg,1569319906809.jpg,50,90,0,yes,yes,yes,n/a,100
edo,n/a,n/a,esan west,n/a,SPORT IMPROVEMENT AND CLEANING,EGUARE ROAD EKPOMA,completed,SPORT IMPROVEMENT DONE,FRANKGHILE,2.11E+07,1.73E+07,38425251,3.84E+07,1569323158007.jpg,1569323193430.jpg,24,56,0,yes,yes,yes,n/a,100
edo,n/a,n/a,uhunmwonde,n/a,ROAD CLEANING SWEEPING DESILTATION CONTROL AND EARTH ROAD MAINTENANCE,COMPASSION AVENUE OGBEBOR STREET EKPOMA UJOELEN EXTENSION VIA OKPEBHO CLINIC EKPOMA ANGLICAN WAY EKPOMA UJOELEN EXTENSION EKPOMA GT ROAD EKPOMA EROMON STREET EKPOMA ROYAL MARKET ROAD EKPOMA,completed,WORK COMPLETED,n/a,1.77E+07,9936000,2.76E+07,27639146,1569320985858.jpg,1569321036906.jpg,7,39,0,yes,yes,yes,n/a,100
edo,n/a,n/a,esan west,n/a,ASPHALT OVERLAY AND DRAINAGE CONSTRUCTION,ESEIGBE STREET BEHIND ENOJIES PALACE EKPOMA,completed,WORK COMPLETED,JCMOSE VISSIONI,3.11E+07,2.61E+07,5.73E+07,57267026,1569323402363.jpg,1569323413598.jpg,70,51,0,yes,yes,yes,n/a,100
edo,n/a,n/a,esan central,n/a,ASPHALT OVERLAY WITH KERBS,OHUE OGENE STREET OFF IDUMEBO ROAD IRRUA,completed,WORK COMPLETED,SABTRAKK LIMITED,3.65E+07,2.59E+07,6.24E+07,62446063,1569325950433.jpg,1569325970678.jpg,73,47,0,yes,yes,yes,n/a,100
edo,n/a,n/a,igueben,n/a,ASPHALT OVERLAY,PALACE ROAD IGUEBEN,completed,WORK COMPLETED,KENZOK NIGERIA LIMITED,3.79E+07,3.46E+07,7.25E+07,72483391,1569330922199.jpg,1569330952400.jpg,63,97,0,yes,yes,yes,n/a,100
edo,n/a,n/a,igueben,n/a,ASPHALT OVERLAY AND DRAINAGE CONSTRUCTION,OKUTA ROAD EBELLE,completed,WORK COMPLETED,KENZOK NIGERIA LIMITED,6.20E+07,4.32E+07,1.05E+08,105236853,1569337242251.jpg,1569337259855.jpg,123,77,0,yes,yes,yes,n/a,100
edo,n/a,n/a,esan west,n/a,SPORT IMPROVEMENT AND CLEANING,UJOELEN ROAD EKPOMA,completed,SPORT IMPROVEMENT AND CLEANING DONE,n/a,1.52E+07,1.30E+07,2.82E+07,2.82E+07,1569322338597.jpg,1569322166216.jpg,22,38,0,yes,yes,yes,n/a,100
edo,n/a,n/a,esan central,n/a,ASPHALT OVERLAY,IDUMBHOKALE EKHOMU STREET EGUARE IRRUA,completed,ASPHALT DONE,SABTRAKK PROJECT LIMITED ,4.60E+07,4.97E+07,9.57E+07,9.57E+07,1569326201824.jpg,1569326245873.jpg,87,143,0,yes,yes,yes,n/a,100
edo,n/a,n/a,igueben,n/a,ASPHALT OVERLAY,IDUDU OWABOMULEN IGUEBEN,completed,ASPHALT DONE,KENZOK NIGERIA LIMITED,2.30E+07,1.30E+07,3.60E+07,3.60E+07,1569330140075.jpg,1569330161274.jpg,23,37,0,yes,yes,AUTOMATIC,n/a,100
edo,n/a,n/a,n/a,n/a,ROAD CLEANING SWEEPING DESILTATION,ATAGA ROAD UBIAJA OLD ILUSHI MARKET ROAD UBIAJA,completed,JOB DONE,n/a,2.18E+07,1.17E+07,3.35E+07,33512231,1569413336781.jpg,1569413352876.jpg,13,41,0,yes,yes,yes,n/a,100
edo,n/a,n/a,esan south eas,n/a,CONSTRUCTION OF CONCRETE DRAIN ,ISELU IDUMUHUJIE EGUARE ROAD EWOHIMI ,completed,WORK COMPLETED ,SABTRAKK PROJECT LIMITED ,2.44E+07,1.08E+07,3.52E+07,35238971,1569411200261.jpg,1569411235351.jpg,24,26,0,yes,yes,yes,n/a,100
edo,n/a,n/a,esan south eas,n/a,DRAINAGE CONSTRUCTION ,ATAGA ROAD UBIAJA,completed,WORK COMPLETED ,LAMPERS ,2.62E+07,1.30E+07,3.92E+07,39175829,1569413177641.jpg,1569413159320.jpg,26,34,0,yes,yes,yes,n/a,100
edo,n/a,n/a,esan south eas,n/a,ROAD CLEANING SWEEPING DESILTATION AND VEGETATION CONTROL ,AGBADO MARKET UBIAJA FREEDOM STREET UBIAJA COMMERCIAL AVENUE UBIAJA OJEROMON IDUMU EBOR STREET OSIMEN STREET EKPOMA ALLI STREET EKPOMA IYARE STREET EKPOMA ,completed,WORK COMPLETED ,FAZONE INTERNATIONAL LIMITED ,3.01E+07,1.08E+07,4.09E+07,40914703,1569413909748.jpg,1569413989721.jpg,32,18,0,yes,yes,yes,n/a,100
edo,n/a,n/a,esan south eas,n/a,CONSTRUCTION OF REINFORCED CONCRETE DRAIN AND LATERITE FILLING,OTOKIMHI UGBOHA ROAD UGBOHA,completed,WORK COMPLETED,KENZOK NIGERIA LIMITED,2.86E+07,2.59E+07,5.45E+07,54519842,1569416292877.jpg,1569416307138.jpg,76,44,0,yes,yes,yes,n/a,100
delta,n/a,sapele,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,sapele,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,sapele,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,oshimili north,n/a,n/a,CONSTRUCTION OF ONE SIDE DRAIN AND SWEEPING OF TRAVELLED SURFACE,BISHOP ODU LEFT  AND FLYOVER ,completed,12 MONTH ACTIVITY THAT INVOLVES SWEEPING OF SURFACE ROAD AND CONSTRUCTION OF 1 SIDE DRAIN,INTEGRATED ADVANCED QUEST LIMITED,1.74E+07,2.40E+07,41379821,4.14E+07,1569080238159.jpg,1569081741412.jpg,17,81,0,n/a,n/a,n/a,n/a,100
delta,n/a,oshimili north,n/a,n/a,CONSTRUCTION OF DRAINS AND CULVERTS AND SAND FILLING OF ERODED SPOTS,EMEFIELE STREET OKPANAM,completed,12 MONTH ACTIVITIES THAT INVOLVE DRAINS AND CULVERT CONSTRUCTION,MASANET PROJECT LIMITED,9856431.93,1.28E+07,2.27E+07,22698472,1569083674690.jpg,1569083780317.jpg,43,15,0,n/a,n/a,n/a,n/a,100
delta,n/a,oshimili north,n/a,n/a,CONSTRUCTION OF DRAINAGE AND CONCRETE PAVEMENT,CHINONSO UNINI STREET,completed,12 MONTH ACTIVITIES THAT INVOLVE DRAINS AND CULVERTS CONSTRUCTION,WAINE INVESTMENT INT LIMITED,2.21E+07,2.34E+07,4.55E+07,45498756,1569084808439.jpg,1569084836069.jpg,43,57,0,n/a,n/a,n/a,n/a,100
delta,n/a,oshimili north,n/a,n/a,CONSTRUCTION OF ONE SIDE DRAIN,BISHOP ODU ROAD OKPANAM ,completed,12 MONTHS ACTIVITIES OF CONSTRUCTION OF ONE SIDE DRAIN SWEEPING OF SURFACE TRAVELLED ROADS AND VEGITATION CONTROL,PRISCO ENGINEERING SERVICES LIMITED,1.68E+07,2.67E+07,4.35E+07,43528845,1569079903475.jpg,1569081305766.jpg,24,84,0,n/a,n/a,n/a,n/a,100
delta,n/a,oshimili south,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,oshimili south,n/a,n/a,"SWEEPING OF TRAVELED SURFACE ROAD. GRASSING OF ISLAND, DRAIN CONSTRUCTION ON VEGETATION CONTROL","SUMMIT ROAD FROM ASABA/ONITSHA EXPRESSWAY TO EKWUMEKU  ROUNDABOUT, FLYOVER NWELIH STREET AND CABLE ROAD ASABA",completed,100,INTEGRATED ADVANCE QUESTE LIMITED,1.74E+07,2.40E+07,41379821,2.27E+07,1569061924139.jpg,1569068187479.jpg,14,78,92,yes,yes,yes,n/a,100
delta,n/a,oshimili south,n/a,n/a,CONSTRUCTION OF PARKING LOT AND VEGETATION CONTROL,"ACCIDENT AND EMERGENCY WARD, FEDERAL MEDICAL CENTRE AND ASABA/BENIN EXPRESSWAY SECTION 2",completed,100,KINGJEN ENGINEERING LIMITED,2.57E+07,2.38E+07,49490357,3.21E+07,1569064185409.jpg,1569064219584.jpg,36,54,90,yes,yes,yes,n/a,100
delta,n/a,oshimili south,n/a,n/a,"SWEEPING OF SURFACE TREVELED ROAD, GRASSING OF ISLAND AND VEGETATION CONTROL",FROM ASABA/ONITSHA EXPRESSWAY TO NNBUISI JUCTION AND SAINT BRIDGE ROAD. FROM ASABA/ONITSHA EXPRESSWAY TO OGBOGONOGO MARKET,completed,100,PRISCO ENGINEERING SERVICES LIMITED,9749066,2.10E+07,30700274,1.39E+07,1569067464267.jpg,1569067485044.jpg,17,63,80,yes,yes,yes,n/a,100
delta,n/a,oshimili south,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,oshimili south,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,oshimili south,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,oshimili south,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,oshimili south,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,oshimili south,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,oshimili south,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
delta,n/a,oshimili south,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
bayelsa,yenegoa,n/a,n/a,n/a,CONSTRUCTION OF 700M DRAINAGE AT BOTH SIDES OF OBELE ROAD.,"OBELE, YENAGOA.",completed,COMPLETED,OSFRAN'S INTERGRATED LTD,1.72E+07,1.25E+07,29705192,2.97E+07,1569493862098.jpg,1569493918219.jpg,33,17,0,no,yes,yes,n/a,100
bayelsa,yenegoa,n/a,n/a,n/a,"STAND FILLING OF OBELE ROAD(700M) AT OBELE, YENAGOA","OBELE, YENAGOA",completed,WORK COMPLETED SINCE 2015,ALISOGIR NIG. LTD,1.61E+07,1.18E+07,27857000,2.79E+07,1569494818006.jpg,1569494840553.jpg,30,17,0,n/a,n/a,yes,n/a,100
